,hospital_name,state,readmission_ratio,predicted_rate,expected_rate,zip,hhc_count,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
2863,ST JOSEPH MEDICAL CENTER,MO,1.3514,6.0,4.5,64114,1,1,1.0,1.0,1.0,1.0,1.0,3.5,94.9,99.4,99.9,99.3,82.3,90.9,98.1,74.3,74.9,78.7,75.6,78.0,66.7,19.4,11.3,1,1
2864,ST JOSEPH MEDICAL CENTER,MO,1.0378,21.1,20.3,64114,1,1,1.0,1.0,1.0,1.0,1.0,3.5,94.9,99.4,99.9,99.3,82.3,90.9,98.1,74.3,74.9,78.7,75.6,78.0,66.7,19.4,11.3,1,1
2865,MISSOURI BAPTIST MEDICAL CENTER,MO,0.9894,21.8,22.0,63131,2,1,1.0,1.0,1.0,1.0,1.0,3.0,95.5,98.2,99.65,98.85,82.05000000000001,85.1,92.65,68.0,68.9,68.7,61.300000000000004,70.69999999999999,54.0,18.15,12.1,2,2
2866,MISSOURI BAPTIST MEDICAL CENTER,MO,0.9813,19.9,20.3,63131,2,1,1.0,1.0,1.0,1.0,1.0,3.0,95.5,98.2,99.65,98.85,82.05000000000001,85.1,92.65,68.0,68.9,68.7,61.300000000000004,70.69999999999999,54.0,18.15,12.1,2,2
2867,MISSOURI BAPTIST MEDICAL CENTER,MO,0.9967,16.0,16.0,63131,2,1,1.0,1.0,1.0,1.0,1.0,3.0,95.5,98.2,99.65,98.85,82.05000000000001,85.1,92.65,68.0,68.9,68.7,61.300000000000004,70.69999999999999,54.0,18.15,12.1,2,2
2868,MISSOURI BAPTIST MEDICAL CENTER,MO,1.0883,18.5,17.0,63131,2,1,1.0,1.0,1.0,1.0,1.0,3.0,95.5,98.2,99.65,98.85,82.05000000000001,85.1,92.65,68.0,68.9,68.7,61.300000000000004,70.69999999999999,54.0,18.15,12.1,2,2
2869,MISSOURI BAPTIST MEDICAL CENTER,MO,0.8879,11.4,12.9,63131,2,1,1.0,1.0,1.0,1.0,1.0,3.0,95.5,98.2,99.65,98.85,82.05000000000001,85.1,92.65,68.0,68.9,68.7,61.300000000000004,70.69999999999999,54.0,18.15,12.1,2,2
2870,MISSOURI BAPTIST MEDICAL CENTER,MO,1.1062,4.6,4.2,63131,2,1,1.0,1.0,1.0,1.0,1.0,3.0,95.5,98.2,99.65,98.85,82.05000000000001,85.1,92.65,68.0,68.9,68.7,61.300000000000004,70.69999999999999,54.0,18.15,12.1,2,2
2871,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,1.0912,17.4,15.9,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2872,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,1.0912,17.4,15.9,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2873,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,1.1171,5.9,5.3,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2874,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,1.1171,5.9,5.3,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2875,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,1.0345,17.3,16.7,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2876,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,1.0345,17.3,16.7,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2877,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,1.0284,16.6,16.2,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2878,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,1.0284,16.6,16.2,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2879,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,1.1487,25.8,22.4,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2880,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,1.1487,25.8,22.4,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2881,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,0.9218,17.5,19.0,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2882,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,0.9218,17.5,19.0,63901,1,1,1.0,1.0,1.0,1.0,1.0,4.5,96.9,99.6,99.5,97.8,88.9,89.0,90.8,81.8,74.8,84.0,87.1,84.1,67.9,15.7,12.6,2,2
2883,TIMPANOGOS REGIONAL HOSPITAL,UT,0.9586,14.4,15.0,84057,3,1,1.0,1.0,1.0,1.0,1.0,4.0,95.06666666666666,96.56666666666666,100.0,99.56666666666668,92.8,90.73333333333333,97.66666666666667,80.93333333333332,80.13333333333333,82.36666666666666,75.8,80.73333333333333,73.33333333333333,12.233333333333333,12.533333333333333,2,2
2884,TIMPANOGOS REGIONAL HOSPITAL,UT,0.9921,13.5,13.6,84057,3,1,1.0,1.0,1.0,1.0,1.0,4.0,95.06666666666666,96.56666666666666,100.0,99.56666666666668,92.8,90.73333333333333,97.66666666666667,80.93333333333332,80.13333333333333,82.36666666666666,75.8,80.73333333333333,73.33333333333333,12.233333333333333,12.533333333333333,2,2
2885,TIMPANOGOS REGIONAL HOSPITAL,UT,1.1955,4.6,3.8,84057,3,1,1.0,1.0,1.0,1.0,1.0,4.0,95.06666666666666,96.56666666666666,100.0,99.56666666666668,92.8,90.73333333333333,97.66666666666667,80.93333333333332,80.13333333333333,82.36666666666666,75.8,80.73333333333333,73.33333333333333,12.233333333333333,12.533333333333333,2,2
2886,TIMPANOGOS REGIONAL HOSPITAL,UT,1.0091,18.5,18.3,84057,3,1,1.0,1.0,1.0,1.0,1.0,4.0,95.06666666666666,96.56666666666666,100.0,99.56666666666668,92.8,90.73333333333333,97.66666666666667,80.93333333333332,80.13333333333333,82.36666666666666,75.8,80.73333333333333,73.33333333333333,12.233333333333333,12.533333333333333,2,2
2887,BERKELEY MEDICAL CENTER,WV,1.0501,17.2,16.4,25401,1,1,1.0,1.0,1.0,1.0,1.0,3.0,97.0,99.8,99.3,99.0,74.6,84.3,100.0,67.9,64.3,66.1,69.1,70.2,50.9,15.6,14.8,2,2
2888,BERKELEY MEDICAL CENTER,WV,1.0228,15.0,14.6,25401,1,1,1.0,1.0,1.0,1.0,1.0,3.0,97.0,99.8,99.3,99.0,74.6,84.3,100.0,67.9,64.3,66.1,69.1,70.2,50.9,15.6,14.8,2,2
2889,BERKELEY MEDICAL CENTER,WV,0.9427,17.8,18.9,25401,1,1,1.0,1.0,1.0,1.0,1.0,3.0,97.0,99.8,99.3,99.0,74.6,84.3,100.0,67.9,64.3,66.1,69.1,70.2,50.9,15.6,14.8,2,2
2890,BERKELEY MEDICAL CENTER,WV,1.0079,22.2,22.0,25401,1,1,1.0,1.0,1.0,1.0,1.0,3.0,97.0,99.8,99.3,99.0,74.6,84.3,100.0,67.9,64.3,66.1,69.1,70.2,50.9,15.6,14.8,2,2
2891,BERKELEY MEDICAL CENTER,WV,0.9743,4.3,4.4,25401,1,1,1.0,1.0,1.0,1.0,1.0,3.0,97.0,99.8,99.3,99.0,74.6,84.3,100.0,67.9,64.3,66.1,69.1,70.2,50.9,15.6,14.8,2,2
2892,REYNOLDS MEMORIAL HOSPITAL,WV,0.9086,15.1,16.7,26038,1,1,1.0,0.0,0.0,0.0,1.0,3.0,97.9,98.3,100.0,100.0,63.6,79.9,99.4,69.2,59.0,69.9,65.5,64.0,53.2,16.7,9.3,1,1
2893,REYNOLDS MEMORIAL HOSPITAL,WV,0.9086,15.1,16.7,26038,1,1,1.0,0.0,0.0,0.0,1.0,3.0,97.9,98.3,100.0,100.0,63.6,79.9,99.4,69.2,59.0,69.9,65.5,64.0,53.2,16.7,9.3,1,1
2894,REYNOLDS MEMORIAL HOSPITAL,WV,0.9815,19.4,19.7,26038,1,1,1.0,0.0,0.0,0.0,1.0,3.0,97.9,98.3,100.0,100.0,63.6,79.9,99.4,69.2,59.0,69.9,65.5,64.0,53.2,16.7,9.3,1,1
2895,REYNOLDS MEMORIAL HOSPITAL,WV,0.9815,19.4,19.7,26038,1,1,1.0,0.0,0.0,0.0,1.0,3.0,97.9,98.3,100.0,100.0,63.6,79.9,99.4,69.2,59.0,69.9,65.5,64.0,53.2,16.7,9.3,1,1
2896,REYNOLDS MEMORIAL HOSPITAL,WV,0.9333,19.8,21.2,26038,1,1,1.0,0.0,0.0,0.0,1.0,3.0,97.9,98.3,100.0,100.0,63.6,79.9,99.4,69.2,59.0,69.9,65.5,64.0,53.2,16.7,9.3,1,1
2897,REYNOLDS MEMORIAL HOSPITAL,WV,0.9333,19.8,21.2,26038,1,1,1.0,0.0,0.0,0.0,1.0,3.0,97.9,98.3,100.0,100.0,63.6,79.9,99.4,69.2,59.0,69.9,65.5,64.0,53.2,16.7,9.3,1,1
2898,REYNOLDS MEMORIAL HOSPITAL,WV,1.036,18.6,17.9,26038,1,1,1.0,0.0,0.0,0.0,1.0,3.0,97.9,98.3,100.0,100.0,63.6,79.9,99.4,69.2,59.0,69.9,65.5,64.0,53.2,16.7,9.3,1,1
2899,REYNOLDS MEMORIAL HOSPITAL,WV,1.036,18.6,17.9,26038,1,1,1.0,0.0,0.0,0.0,1.0,3.0,97.9,98.3,100.0,100.0,63.6,79.9,99.4,69.2,59.0,69.9,65.5,64.0,53.2,16.7,9.3,1,1
2900,WEIRTON MEDICAL CENTER,WV,1.0412,22.5,21.6,26062,1,1,1.0,1.0,1.0,1.0,1.0,3.0,98.6,94.1,100.0,99.5,75.9,86.9,86.6,72.4,68.8,78.6,63.6,84.2,66.8,20.8,15.2,1,1
2901,WEIRTON MEDICAL CENTER,WV,0.9953,16.8,16.9,26062,1,1,1.0,1.0,1.0,1.0,1.0,3.0,98.6,94.1,100.0,99.5,75.9,86.9,86.6,72.4,68.8,78.6,63.6,84.2,66.8,20.8,15.2,1,1
2902,WEIRTON MEDICAL CENTER,WV,1.0405,20.5,19.7,26062,1,1,1.0,1.0,1.0,1.0,1.0,3.0,98.6,94.1,100.0,99.5,75.9,86.9,86.6,72.4,68.8,78.6,63.6,84.2,66.8,20.8,15.2,1,1
2903,WEIRTON MEDICAL CENTER,WV,0.9868,4.7,4.8,26062,1,1,1.0,1.0,1.0,1.0,1.0,3.0,98.6,94.1,100.0,99.5,75.9,86.9,86.6,72.4,68.8,78.6,63.6,84.2,66.8,20.8,15.2,1,1
2904,WEIRTON MEDICAL CENTER,WV,1.01,17.1,16.9,26062,1,1,1.0,1.0,1.0,1.0,1.0,3.0,98.6,94.1,100.0,99.5,75.9,86.9,86.6,72.4,68.8,78.6,63.6,84.2,66.8,20.8,15.2,1,1
2905,STONEWALL JACKSON MEMORIAL HOSPITAL,WV,0.9394,4.0,4.2,26452,1,1,1.0,0.0,0.0,0.0,1.0,3.0,94.7,94.4,99.0,97.4,82.2,92.0,97.1,66.6,81.1,68.0,70.7,77.0,48.2,20.0,16.8,1,1
2906,STONEWALL JACKSON MEMORIAL HOSPITAL,WV,1.1682,18.9,16.2,26452,1,1,1.0,0.0,0.0,0.0,1.0,3.0,94.7,94.4,99.0,97.4,82.2,92.0,97.1,66.6,81.1,68.0,70.7,77.0,48.2,20.0,16.8,1,1
2907,STONEWALL JACKSON MEMORIAL HOSPITAL,WV,1.149,23.7,20.6,26452,1,1,1.0,0.0,0.0,0.0,1.0,3.0,94.7,94.4,99.0,97.4,82.2,92.0,97.1,66.6,81.1,68.0,70.7,77.0,48.2,20.0,16.8,1,1
2908,STONEWALL JACKSON MEMORIAL HOSPITAL,WV,1.1792,20.1,17.1,26452,1,1,1.0,0.0,0.0,0.0,1.0,3.0,94.7,94.4,99.0,97.4,82.2,92.0,97.1,66.6,81.1,68.0,70.7,77.0,48.2,20.0,16.8,1,1
2909,FAIRMONT REGIONAL MEDICAL CENTER,WV,0.9836,17.2,17.4,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2910,FAIRMONT REGIONAL MEDICAL CENTER,WV,0.9836,17.2,17.4,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2911,FAIRMONT REGIONAL MEDICAL CENTER,WV,0.9836,17.2,17.4,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2912,FAIRMONT REGIONAL MEDICAL CENTER,WV,1.1675,24.2,20.7,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2913,FAIRMONT REGIONAL MEDICAL CENTER,WV,1.1675,24.2,20.7,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2914,FAIRMONT REGIONAL MEDICAL CENTER,WV,1.1675,24.2,20.7,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2915,FAIRMONT REGIONAL MEDICAL CENTER,WV,0.9688,19.3,19.9,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2916,FAIRMONT REGIONAL MEDICAL CENTER,WV,0.9688,19.3,19.9,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2917,FAIRMONT REGIONAL MEDICAL CENTER,WV,0.9688,19.3,19.9,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2918,FAIRMONT REGIONAL MEDICAL CENTER,WV,1.0934,25.2,23.0,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2919,FAIRMONT REGIONAL MEDICAL CENTER,WV,1.0934,25.2,23.0,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2920,FAIRMONT REGIONAL MEDICAL CENTER,WV,1.0934,25.2,23.0,26554,1,1,1.0,1.0,1.0,1.0,1.0,3.5,90.1,95.4,99.6,99.3,80.7,82.0,99.5,74.2,79.2,76.1,76.4,82.1,70.0,16.8,11.6,1,2
2921,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,1.1253,16.1,14.3,7631,1,1,1.0,1.0,1.0,1.0,1.0,4.0,95.5,99.8,99.2,100.0,79.9,81.1,99.2,76.2,77.7,75.3,80.9,87.0,65.1,16.0,10.3,1,2
2922,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,0.9822,19.7,20.1,7631,1,1,1.0,1.0,1.0,1.0,1.0,4.0,95.5,99.8,99.2,100.0,79.9,81.1,99.2,76.2,77.7,75.3,80.9,87.0,65.1,16.0,10.3,1,2
2923,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,1.0781,20.0,18.5,7631,1,1,1.0,1.0,1.0,1.0,1.0,4.0,95.5,99.8,99.2,100.0,79.9,81.1,99.2,76.2,77.7,75.3,80.9,87.0,65.1,16.0,10.3,1,2
2924,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,1.107,5.6,5.1,7631,1,1,1.0,1.0,1.0,1.0,1.0,4.0,95.5,99.8,99.2,100.0,79.9,81.1,99.2,76.2,77.7,75.3,80.9,87.0,65.1,16.0,10.3,1,2
2925,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,0.953,14.9,15.6,7631,1,1,1.0,1.0,1.0,1.0,1.0,4.0,95.5,99.8,99.2,100.0,79.9,81.1,99.2,76.2,77.7,75.3,80.9,87.0,65.1,16.0,10.3,1,2
2926,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,1.0631,17.4,16.4,7631,1,1,1.0,1.0,1.0,1.0,1.0,4.0,95.5,99.8,99.2,100.0,79.9,81.1,99.2,76.2,77.7,75.3,80.9,87.0,65.1,16.0,10.3,1,2
2927,CONWAY MEDICAL CENTER,SC,0.9646,18.7,19.4,29526,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.3,99.5,99.6,96.7,73.8,65.7,96.4,73.0,68.0,80.4,72.8,78.4,66.3,15.5,18.4,2,1
2928,CONWAY MEDICAL CENTER,SC,1.1406,4.3,3.7,29526,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.3,99.5,99.6,96.7,73.8,65.7,96.4,73.0,68.0,80.4,72.8,78.4,66.3,15.5,18.4,2,1
2929,CONWAY MEDICAL CENTER,SC,0.9846,15.8,16.0,29526,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.3,99.5,99.6,96.7,73.8,65.7,96.4,73.0,68.0,80.4,72.8,78.4,66.3,15.5,18.4,2,1
2930,CONWAY MEDICAL CENTER,SC,0.9644,20.7,21.5,29526,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.3,99.5,99.6,96.7,73.8,65.7,96.4,73.0,68.0,80.4,72.8,78.4,66.3,15.5,18.4,2,1
2931,CONWAY MEDICAL CENTER,SC,0.9623,16.3,16.9,29526,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.3,99.5,99.6,96.7,73.8,65.7,96.4,73.0,68.0,80.4,72.8,78.4,66.3,15.5,18.4,2,1
2932,DELRAY MEDICAL CENTER,FL,0.9992,6.2,6.2,33484,3,1,1.0,1.0,1.0,1.0,1.0,4.333333333333333,96.66666666666667,98.03333333333335,99.86666666666667,98.73333333333333,81.16666666666666,85.36666666666667,99.16666666666667,79.56666666666666,75.43333333333334,87.60000000000001,84.83333333333333,77.36666666666666,69.46666666666665,14.266666666666666,11.733333333333334,2,2
2933,DELRAY MEDICAL CENTER,FL,1.1757,20.2,17.2,33484,3,1,1.0,1.0,1.0,1.0,1.0,4.333333333333333,96.66666666666667,98.03333333333335,99.86666666666667,98.73333333333333,81.16666666666666,85.36666666666667,99.16666666666667,79.56666666666666,75.43333333333334,87.60000000000001,84.83333333333333,77.36666666666666,69.46666666666665,14.266666666666666,11.733333333333334,2,2
2934,DELRAY MEDICAL CENTER,FL,0.9638,15.9,16.5,33484,3,1,1.0,1.0,1.0,1.0,1.0,4.333333333333333,96.66666666666667,98.03333333333335,99.86666666666667,98.73333333333333,81.16666666666666,85.36666666666667,99.16666666666667,79.56666666666666,75.43333333333334,87.60000000000001,84.83333333333333,77.36666666666666,69.46666666666665,14.266666666666666,11.733333333333334,2,2
2935,DELRAY MEDICAL CENTER,FL,0.9728,14.7,15.1,33484,3,1,1.0,1.0,1.0,1.0,1.0,4.333333333333333,96.66666666666667,98.03333333333335,99.86666666666667,98.73333333333333,81.16666666666666,85.36666666666667,99.16666666666667,79.56666666666666,75.43333333333334,87.60000000000001,84.83333333333333,77.36666666666666,69.46666666666665,14.266666666666666,11.733333333333334,2,2
2936,DELRAY MEDICAL CENTER,FL,1.0805,21.3,19.7,33484,3,1,1.0,1.0,1.0,1.0,1.0,4.333333333333333,96.66666666666667,98.03333333333335,99.86666666666667,98.73333333333333,81.16666666666666,85.36666666666667,99.16666666666667,79.56666666666666,75.43333333333334,87.60000000000001,84.83333333333333,77.36666666666666,69.46666666666665,14.266666666666666,11.733333333333334,2,2
2937,DELRAY MEDICAL CENTER,FL,1.0332,21.7,21.0,33484,3,1,1.0,1.0,1.0,1.0,1.0,4.333333333333333,96.66666666666667,98.03333333333335,99.86666666666667,98.73333333333333,81.16666666666666,85.36666666666667,99.16666666666667,79.56666666666666,75.43333333333334,87.60000000000001,84.83333333333333,77.36666666666666,69.46666666666665,14.266666666666666,11.733333333333334,2,2
2938,RALEIGH GENERAL HOSPITAL,WV,1.1578,22.5,19.4,25801,3,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,3.6666666666666665,95.2,99.03333333333335,99.7,98.53333333333335,80.06666666666666,79.96666666666665,96.39999999999999,80.93333333333334,68.33333333333334,76.86666666666666,70.66666666666667,74.93333333333334,65.83333333333333,16.96666666666667,14.299999999999999,1,1
2939,RALEIGH GENERAL HOSPITAL,WV,0.9481,19.5,20.5,25801,3,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,3.6666666666666665,95.2,99.03333333333335,99.7,98.53333333333335,80.06666666666666,79.96666666666665,96.39999999999999,80.93333333333334,68.33333333333334,76.86666666666666,70.66666666666667,74.93333333333334,65.83333333333333,16.96666666666667,14.299999999999999,1,1
2940,RALEIGH GENERAL HOSPITAL,WV,1.3056,6.6,5.0,25801,3,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,3.6666666666666665,95.2,99.03333333333335,99.7,98.53333333333335,80.06666666666666,79.96666666666665,96.39999999999999,80.93333333333334,68.33333333333334,76.86666666666666,70.66666666666667,74.93333333333334,65.83333333333333,16.96666666666667,14.299999999999999,1,1
2941,RALEIGH GENERAL HOSPITAL,WV,1.1825,27.5,23.2,25801,3,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,3.6666666666666665,95.2,99.03333333333335,99.7,98.53333333333335,80.06666666666666,79.96666666666665,96.39999999999999,80.93333333333334,68.33333333333334,76.86666666666666,70.66666666666667,74.93333333333334,65.83333333333333,16.96666666666667,14.299999999999999,1,1
2942,RALEIGH GENERAL HOSPITAL,WV,1.1039,16.7,15.2,25801,3,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,3.6666666666666665,95.2,99.03333333333335,99.7,98.53333333333335,80.06666666666666,79.96666666666665,96.39999999999999,80.93333333333334,68.33333333333334,76.86666666666666,70.66666666666667,74.93333333333334,65.83333333333333,16.96666666666667,14.299999999999999,1,1
2943,AUGUSTA HEALTH,VA,1.0188,16.2,15.9,22939,1,1,1.0,1.0,1.0,1.0,1.0,3.0,90.6,98.1,99.9,98.1,79.3,91.3,97.4,68.1,70.9,70.5,68.0,80.0,59.1,14.6,14.1,1,1
2944,AUGUSTA HEALTH,VA,0.8964,16.5,18.4,22939,1,1,1.0,1.0,1.0,1.0,1.0,3.0,90.6,98.1,99.9,98.1,79.3,91.3,97.4,68.1,70.9,70.5,68.0,80.0,59.1,14.6,14.1,1,1
2945,AUGUSTA HEALTH,VA,0.873,18.1,20.8,22939,1,1,1.0,1.0,1.0,1.0,1.0,3.0,90.6,98.1,99.9,98.1,79.3,91.3,97.4,68.1,70.9,70.5,68.0,80.0,59.1,14.6,14.1,1,1
2946,AUGUSTA HEALTH,VA,0.9729,14.2,14.6,22939,1,1,1.0,1.0,1.0,1.0,1.0,3.0,90.6,98.1,99.9,98.1,79.3,91.3,97.4,68.1,70.9,70.5,68.0,80.0,59.1,14.6,14.1,1,1
2947,AUGUSTA HEALTH,VA,0.8024,3.2,4.0,22939,1,1,1.0,1.0,1.0,1.0,1.0,3.0,90.6,98.1,99.9,98.1,79.3,91.3,97.4,68.1,70.9,70.5,68.0,80.0,59.1,14.6,14.1,1,1
2948,LAWRENCE MEDICAL CENTER,AL,0.9674,21.5,22.2,35650,3,1,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,4.166666666666667,97.60000000000001,99.5,99.23333333333333,96.86666666666667,76.43333333333334,75.53333333333332,98.76666666666667,79.8,73.16666666666667,87.53333333333335,80.39999999999999,73.76666666666667,65.8,17.066666666666666,15.933333333333332,2,2
2949,LAWRENCE MEDICAL CENTER,AL,0.9656,20.0,20.7,35650,3,1,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,4.166666666666667,97.60000000000001,99.5,99.23333333333333,96.86666666666667,76.43333333333334,75.53333333333332,98.76666666666667,79.8,73.16666666666667,87.53333333333335,80.39999999999999,73.76666666666667,65.8,17.066666666666666,15.933333333333332,2,2
2950,LAWRENCE MEDICAL CENTER,AL,0.9401,16.9,18.0,35650,3,1,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,4.166666666666667,97.60000000000001,99.5,99.23333333333333,96.86666666666667,76.43333333333334,75.53333333333332,98.76666666666667,79.8,73.16666666666667,87.53333333333335,80.39999999999999,73.76666666666667,65.8,17.066666666666666,15.933333333333332,2,2
2951,HIGHLANDS MEDICAL CENTER,AL,0.9724,15.6,16.1,35768,1,1,1.0,1.0,1.0,0.0,1.0,3.0,99.0,99.2,100.0,100.0,76.2,78.5,100.0,69.6,60.4,69.1,56.4,61.7,46.4,17.2,11.1,2,2
2952,HIGHLANDS MEDICAL CENTER,AL,0.9724,15.6,16.1,35768,1,1,1.0,1.0,1.0,0.0,1.0,3.0,99.0,99.2,100.0,100.0,76.2,78.5,100.0,69.6,60.4,69.1,56.4,61.7,46.4,17.2,11.1,2,2
2953,HIGHLANDS MEDICAL CENTER,AL,0.9872,17.9,18.2,35768,1,1,1.0,1.0,1.0,0.0,1.0,3.0,99.0,99.2,100.0,100.0,76.2,78.5,100.0,69.6,60.4,69.1,56.4,61.7,46.4,17.2,11.1,2,2
2954,HIGHLANDS MEDICAL CENTER,AL,0.9872,17.9,18.2,35768,1,1,1.0,1.0,1.0,0.0,1.0,3.0,99.0,99.2,100.0,100.0,76.2,78.5,100.0,69.6,60.4,69.1,56.4,61.7,46.4,17.2,11.1,2,2
2955,HIGHLANDS MEDICAL CENTER,AL,0.9875,20.6,20.8,35768,1,1,1.0,1.0,1.0,0.0,1.0,3.0,99.0,99.2,100.0,100.0,76.2,78.5,100.0,69.6,60.4,69.1,56.4,61.7,46.4,17.2,11.1,2,2
