,state,name,zip,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
7489,OK,OSAGE HOME HEALTH,74056,True,True,True,True,True,True,2.0,89.8,97.7,98.7,98.9,75.8,73.8,92.3,49.4,50.2,51.5,54.5,56.0,,17.2,23.4,2,2
7490,OK,"OKLAHOMA HERITAGE HOME CARE, INC",73112,True,True,True,True,True,True,,,,,,,,,,,,,,,,,2,2
7491,OK,HEALTHBACK OF PURCELL,73080,True,True,True,True,True,True,3.5,98.0,98.8,100.0,98.5,82.4,83.7,99.4,71.2,68.5,78.4,76.0,70.1,68.1,19.4,15.7,2,1
7492,OK,AGAPE COMPREHENSIVE HEALTH SERVICES INC,73501,True,True,True,True,True,True,,95.0,,,,,,,,,,,,,,,0,0
7493,OK,"LIFELINE HOME HEALTH CARE, INC",73018,True,True,True,True,True,True,2.5,92.8,97.7,99.7,98.1,65.9,82.0,98.9,74.1,64.5,73.3,64.6,54.4,60.5,16.9,14.8,1,1
7494,OK,EXCELL HOME CARE,73139,True,True,True,True,True,True,3.5,97.7,99.9,100.0,99.8,83.6,88.7,100.0,73.3,67.9,77.0,67.3,68.0,60.5,15.9,18.0,1,1
7495,OK,HEALTHBACK HOME HEALTH OF PONCA CITY,74601,True,True,True,True,False,True,3.0,99.0,99.0,99.5,99.0,84.1,78.9,97.5,60.8,59.3,70.2,77.6,61.0,57.7,17.1,22.5,2,1
7496,OK,GOLDEN AGE HOME CARE,73170,True,True,True,True,True,True,3.5,99.0,98.2,100.0,92.5,83.9,91.4,97.7,63.1,73.6,76.2,61.7,60.7,56.5,16.8,19.2,2,2
7497,OK,ASPIRE HOME CARE I,74820,True,True,True,True,True,True,4.0,97.8,99.8,100.0,99.3,84.9,90.4,99.7,72.3,68.2,78.9,81.3,73.0,57.2,16.8,15.0,2,1
7498,OK,"QUANTUM HEALTH CARE, INC",73505,True,True,False,True,True,True,3.0,98.4,97.2,100.0,95.6,76.3,93.2,100.0,68.4,74.1,75.8,49.6,41.3,49.8,18.5,17.6,2,2
7499,OK,ENCOMPASS HOME HEALTH OF NORTHEAST OKLAHOMA,74114,True,True,True,True,True,True,3.5,93.3,99.3,100.0,99.8,81.1,84.5,99.7,74.7,64.1,77.8,74.0,71.0,68.5,16.6,12.6,1,1
7500,OK,"VICTORY HOME HEALTH, LLC",73460,True,True,True,True,True,True,2.0,93.8,88.6,99.7,99.1,63.4,75.6,97.3,54.5,59.5,67.4,59.5,56.2,52.2,18.5,16.0,2,2
7501,OK,HOMETOWN HOME HEALTH CENTRAL,73112,True,True,True,True,True,True,2.5,94.5,98.9,99.8,94.0,73.0,85.9,93.0,63.6,59.3,68.2,59.4,46.4,51.2,15.0,16.1,2,1
7502,OK,PROFESSIONAL HOME HEALTH,74955,True,True,True,True,True,True,3.0,97.9,100.0,100.0,100.0,86.1,46.0,100.0,72.6,61.8,68.0,65.5,60.5,52.4,19.1,9.6,2,2
7503,OK,GREEN COUNTRY HOME HEALTH CARE INC,74017,True,True,True,True,True,True,,,84.6,100.0,88.5,21.7,,,,,,,,,,,0,0
7504,OK,ADVANCED HOMECARE,74601,True,True,True,True,False,False,2.0,92.3,95.7,97.7,98.9,38.7,37.8,100.0,59.1,43.3,,55.7,59.6,33.2,,,2,1
7505,OK,EMBERTON & CO HOME HEALTH LLC,74948,True,True,False,False,False,True,,95.8,100.0,100.0,89.6,39.4,95.8,,,,,,,,14.5,19.4,0,0
7506,OK,ENTRUSTED HEARTS,73162,True,True,True,True,True,True,2.5,96.3,91.9,100.0,99.3,83.3,98.5,98.1,52.9,43.4,62.6,29.6,23.0,47.8,8.1,19.4,2,2
7507,OK,"CORNERSTONE HEALTH CARE, INC",74464,True,True,True,True,True,True,2.0,88.9,,100.0,92.6,81.6,85.2,100.0,58.3,46.6,56.7,59.5,68.6,37.9,,,2,2
7508,OK,ALL FAITH HOMECARE,73013,True,True,True,True,True,True,3.5,97.7,100.0,100.0,97.7,86.8,95.3,100.0,,,85.3,56.2,51.3,,13.5,18.0,0,0
7509,OK,"S-Q HOME CARE SPECIALTIES, INC.",74012,True,True,True,True,True,True,2.0,96.8,97.8,100.0,89.2,67.2,66.9,98.4,56.3,50.4,57.0,60.9,53.8,43.9,,6.4,1,1
7510,OK,OKLAHOMA HEALTHCARE SOLUTIONS VII,74957,True,True,True,True,True,True,2.0,89.5,92.6,99.4,97.3,64.8,53.8,97.7,62.9,48.4,57.4,38.8,38.8,36.5,12.8,14.4,2,2
7511,OK,"ELITE HOME CARE, L L C",73162,True,True,True,True,True,True,3.0,92.5,100.0,100.0,97.5,,85.0,,62.2,64.9,68.7,41.5,64.9,,21.0,,2,1
7512,OK,OKLAHOMA HEALTHCARE SOLUTIONS VIII,74501,True,True,True,True,True,True,2.0,92.8,98.3,99.8,99.2,79.7,50.1,99.2,57.9,49.2,49.2,44.1,37.2,40.1,15.9,5.5,2,2
7513,OK,"RAINBOW HOME HEALTH, INC",74523,True,True,True,True,False,True,1.5,78.7,94.1,98.0,93.4,66.5,82.9,97.2,62.4,46.2,43.0,38.7,24.8,45.0,10.9,9.6,2,2
7514,OK,OKLAHOMA HEALTHCARE SOLUTIONS X,73108,True,True,True,True,True,True,2.0,82.7,95.3,99.0,96.3,84.0,80.0,100.0,62.9,34.1,44.2,41.6,20.7,17.6,19.5,22.3,2,2
7515,OK,OKLAHOMA HEALTHCARE SOLUTIONS I X,74437,True,True,True,True,True,True,1.5,93.0,95.0,99.5,99.2,80.5,66.4,100.0,48.1,37.8,46.8,47.1,34.4,47.4,21.1,23.2,2,2
7516,OK,ENCOMPASS HOME HEALTH OF SOUTHEAST OKLAHOMA,74743,True,True,True,True,True,True,4.0,96.5,98.9,100.0,99.9,69.9,77.4,98.8,82.1,69.4,81.7,83.1,75.0,62.9,17.3,11.0,2,2
7517,OK,SANS BOIS HEALTH SERVICES,74462,True,True,False,True,True,True,,,,,,,,,,,,,,,,,0,0
7518,OK,"CARTER HEALTHCARE OF SOUTHWEST OKLAHOMA, LLC",73505,True,True,True,True,True,False,4.5,96.0,98.9,99.7,100.0,95.6,99.1,100.0,97.4,83.5,100.0,97.6,86.8,92.6,19.1,16.9,1,2
7519,OK,CARTER HEALTHCARE,74137,True,True,True,True,True,True,4.5,92.4,99.7,99.8,99.9,95.1,99.2,99.9,95.0,81.2,100.0,97.7,87.5,94.4,16.4,13.2,2,2
7520,OK,ENTRUST HOME HEALTH,73118,True,True,True,True,True,True,4.0,99.9,99.2,99.4,99.7,69.0,73.9,100.0,77.5,74.8,81.6,80.3,78.9,85.1,14.0,12.6,2,2
7521,OK,"HEART CARE AT HOME, LLC",73142,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
7522,OK,AMEDISYS HOME HEALTH,73134,True,True,True,True,True,True,4.5,98.1,100.0,99.2,94.3,84.5,83.7,97.6,84.1,78.6,87.0,81.6,84.8,71.7,19.9,13.9,2,1
7523,OK,ENCOMPASS HOME HEALTH OF EASTERN OKLAHOMA,74403,True,True,True,True,False,True,3.5,94.3,98.9,100.0,99.3,68.3,81.3,99.1,82.8,69.7,80.9,74.5,73.7,73.8,16.5,13.0,1,1
7524,OK,"CHOICE HOME HEALTH, INC",73116,True,True,True,True,True,True,3.5,96.3,99.8,99.7,100.0,82.3,87.6,98.1,73.6,67.5,72.6,71.8,71.3,61.7,20.5,14.8,2,1
7525,OK,PROVIDENCE HOME CARE,73107,True,True,True,True,True,True,4.0,98.8,99.8,100.0,100.0,81.7,88.4,99.4,75.3,69.4,78.6,75.1,69.0,67.7,17.3,13.9,2,1
7526,OK,"TRADITIONS HOME CARE, INC",74501,True,True,True,True,False,True,3.5,87.3,98.9,99.9,100.0,69.9,87.6,99.8,78.9,72.5,83.9,71.1,68.5,66.8,14.9,13.3,2,2
7527,OK,"HEALTHCARE INNOVATIONS-HOME SERVICES OF OKC, LLC",73108,True,True,True,True,True,True,3.0,89.1,99.2,99.1,96.7,82.3,88.4,100.0,65.2,59.2,65.9,71.2,61.9,49.1,12.8,10.1,1,2
7528,OK,HEALTHBACK HOME HEALTH OF O K C,73013,True,True,True,True,True,True,3.5,96.3,99.2,99.5,97.9,94.6,96.7,100.0,68.9,71.0,74.8,79.0,76.3,64.2,20.0,9.3,3,1
7529,OK,"NURSES TO GO, INC",74728,True,True,True,True,False,True,2.0,,94.6,100.0,95.5,72.7,55.9,100.0,45.8,52.6,43.7,26.8,31.6,29.8,10.8,16.1,0,0
7530,OK,"ACCENTRA HOME HEALTHCARE, INC",73108,True,True,True,True,True,True,3.0,96.6,98.3,99.6,98.0,90.0,92.5,99.6,62.1,55.9,65.7,53.0,50.5,48.7,13.5,13.9,2,1
7531,OK,"LORETTA'S HOME HEALTH CARE, INC",73120,True,True,True,True,True,True,2.0,88.5,84.5,100.0,98.4,35.4,33.3,100.0,67.3,59.1,52.3,55.2,51.1,49.5,13.5,21.1,2,1
7532,OK,PERSONAL TOUCH HEALTH SERVICES,73572,True,True,False,False,False,True,2.0,89.6,98.6,98.4,98.7,39.7,69.9,100.0,45.9,32.4,74.9,,,,18.5,5.8,2,2
7533,OK,"MILLENNIUM HOME HEALTH CARE, INC",74128,True,True,True,True,True,True,2.5,97.3,95.9,99.5,,71.6,86.3,93.7,66.2,61.8,73.7,57.0,55.1,51.8,15.1,15.4,2,2
7534,OK,MILLENNIUM HOME CARE OF  SE OKLAHOMA,74743,True,True,True,True,True,True,4.0,98.3,100.0,100.0,100.0,93.6,89.7,100.0,73.3,66.4,75.9,79.7,73.1,47.3,16.8,6.5,0,0
7535,OK,ENCOMPASS HOME HEALTH OF WESTERN OKLAHOMA,73096,True,True,True,True,False,True,3.5,96.4,99.1,100.0,99.7,73.8,74.8,99.1,74.4,68.4,77.8,69.6,66.7,61.5,16.1,14.7,1,1
7536,OK,CORNERSTONE AT HOME CARE,74464,True,True,True,True,True,True,3.0,96.7,93.3,99.3,92.6,73.3,75.7,98.5,67.5,66.0,70.5,56.8,62.8,55.4,10.2,14.9,2,2
7537,OK,"INTERIM HEALTHCARE OF OKLAHOMA CITY, INC",73112,True,True,True,True,True,True,3.5,96.7,99.4,98.3,99.5,76.1,84.6,88.7,72.7,64.2,79.9,72.1,65.3,73.7,15.2,17.0,2,2
7538,OK,SOUTHWESTERN HOME HEALTH,73505,True,True,True,True,True,True,2.5,92.8,95.7,99.2,100.0,76.0,64.6,100.0,62.2,56.2,64.9,61.1,54.0,56.8,9.6,22.4,2,2
7539,OK,ASPIRE HOME CARE II,73505,True,True,True,True,True,True,3.5,98.0,99.4,100.0,99.2,79.3,84.6,98.3,69.0,63.8,77.0,74.2,70.3,58.3,15.6,15.1,2,2
7540,OK,HEALTHBACK OF IDABEL,74745,True,True,True,True,True,True,2.5,95.9,96.7,100.0,98.8,84.3,83.3,87.8,67.5,60.3,66.6,54.9,49.7,56.0,14.9,14.9,2,2
7541,OK,ACCESS HEALTH TEAM INC,74426,True,True,True,True,False,True,5.0,98.9,99.4,100.0,95.6,85.7,94.4,100.0,95.7,81.9,95.3,100.0,92.0,66.3,12.7,9.8,2,2
7542,OK,"HEALTHCARE INNOVATIONS IN-HOME SERVICES V, LLC",73401,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
7543,OK,LIFESPRING HOME HEALTH,73069,True,True,True,True,True,True,2.0,94.7,98.1,97.9,94.4,72.8,71.3,94.7,55.1,51.7,61.1,59.3,51.5,41.6,18.6,17.5,2,1
7544,OK,"GENTLE SHEPHERD HOME HEALTH, INC",73159,True,True,True,True,True,True,,,95.7,,88.0,75.0,54.2,,,,,,,,6.3,6.9,0,0
7545,OK,BROOKDALE HOME HEALTH OKC,73112,True,True,True,True,True,True,3.5,92.1,99.5,99.8,99.0,93.9,96.5,90.2,72.3,58.4,77.4,68.0,66.0,70.5,16.0,19.9,2,1
7546,OK,ASPIRE HOME CARE III,74501,True,True,True,True,True,True,3.0,98.8,100.0,99.6,98.0,78.5,73.3,100.0,65.1,66.9,67.5,56.1,55.9,50.9,19.8,18.2,1,2
7547,OK,UNIVERSAL HEALTHCARE,73102,True,True,True,True,True,True,2.0,92.6,98.9,100.0,100.0,77.9,93.4,97.6,49.3,45.5,53.9,53.5,27.1,31.1,15.6,19.0,2,2
7548,OK,"VICTORY HOME HEALTH, LLC",73538,True,True,True,True,True,True,2.0,91.5,94.6,99.2,98.3,70.6,75.6,96.5,56.5,56.7,69.8,54.5,53.5,58.9,14.6,16.7,2,1
7549,OK,"MAYS HOUSECALL HOME HEALTH OF ADA, LLC",74820,True,True,True,True,True,True,5.0,99.0,100.0,100.0,100.0,93.3,69.5,100.0,82.6,80.0,87.1,79.8,74.5,74.5,11.2,13.9,2,1
7550,OK,ADVANTAGE HOME HEALTH AND HOSPICE L L C,74953,True,True,True,True,True,True,3.5,99.1,98.6,100.0,99.6,78.3,89.3,98.9,70.6,75.2,75.1,69.0,70.5,59.6,18.9,11.3,2,1
7551,OK,"FAMILY CARE HOME HEALTH, INC",73013,True,True,True,True,True,True,,86.4,93.2,96.6,94.1,64.9,45.5,87.5,,,,,,,,,0,0
7552,OK,CARE PLUS HOME HEALTH CARE INC,74133,True,True,True,True,True,True,1.5,91.0,99.4,100.0,100.0,51.6,89.7,98.7,42.5,37.8,39.6,38.1,24.0,29.7,19.6,11.0,2,2
7553,OK,ABIDING HOME HEALTH OF OKLAHOMA CITY,73112,True,True,True,True,True,True,5.0,97.2,100.0,100.0,100.0,85.1,94.0,100.0,81.3,78.4,93.0,91.2,86.3,92.4,16.2,16.0,2,1
7554,OK,"CARTER HEALTHCARE OF SOUTH OKLAHOMA, LLC",73401,True,True,True,True,False,False,5.0,96.1,99.8,100.0,100.0,94.3,97.1,100.0,89.3,80.0,97.8,97.1,84.7,83.4,14.6,12.8,2,2
7555,OK,"SOONER HEALTH SERVICES, INC",73072,True,True,True,False,False,True,3.0,94.5,96.2,99.7,99.4,76.8,81.5,96.5,72.6,67.0,75.5,74.6,64.1,60.7,15.6,20.6,2,1
7556,OK,"IDEAL HOME CARE, LP",73401,True,True,True,True,False,True,3.5,97.5,99.9,99.9,99.9,72.6,81.2,100.0,71.3,71.5,81.4,66.3,62.6,63.0,13.7,12.9,2,1
7557,OK,"HEALTHBACK HOME HEALTH OF NORMAN, INC",73069,True,True,True,True,True,True,4.0,98.8,97.1,100.0,99.2,89.9,95.1,100.0,75.0,78.7,79.9,86.1,74.9,72.9,18.3,13.5,2,1
7558,OK,"MASHOVIN HOME HEALTH CARE, INC",74128,True,True,True,True,True,True,3.0,87.9,98.4,100.0,95.5,57.8,90.8,100.0,69.7,56.0,85.6,71.7,70.9,59.2,18.3,11.7,0,0
7559,OK,COMPANION HOME HEALTH,73044,True,True,True,True,True,True,4.0,99.2,100.0,100.0,99.5,91.9,97.0,99.3,69.2,58.1,74.1,80.2,69.2,61.8,12.5,17.0,2,1
7560,OK,"EXPRESS HOME HELP,INC",73069,True,True,True,True,True,True,3.0,93.5,98.1,100.0,99.5,87.8,90.9,100.0,65.5,67.8,69.9,42.0,55.0,45.0,13.4,11.1,2,2
7561,OK,VIALIFE HOME HEALTH CARE,74361,True,True,True,True,True,True,2.5,86.2,,100.0,98.9,56.5,91.7,,76.4,61.7,74.9,64.3,67.5,80.1,19.2,9.1,0,0
7562,OK,ROSS HEALTH CARE SERVICES OF SOUTHWEST OKLAHOMA,73018,True,True,True,True,True,True,3.0,97.7,97.8,100.0,100.0,85.8,93.3,99.1,69.1,58.3,73.6,71.1,62.2,65.8,15.6,14.9,2,1
7563,OK,"MAYS HOUSECALL HOME HEALTH OF TULSA, LLC",74128,True,True,True,True,True,True,5.0,98.8,100.0,100.0,99.9,86.8,62.0,99.7,91.0,85.0,86.6,85.1,79.4,74.3,18.2,14.7,2,2
7564,OK,"CARTER HEALTHCARE OF OKLAHOMA, LLC",74361,True,True,True,True,True,True,5.0,89.6,100.0,97.6,100.0,89.1,99.5,100.0,100.0,83.3,100.0,96.3,89.0,100.0,,,2,2
7565,OK,RAINBOW HOME HEALTH,74401,True,True,True,True,True,True,2.5,94.9,93.7,100.0,97.4,69.4,75.9,92.2,76.4,64.9,78.1,22.9,17.6,73.8,13.4,9.5,0,0
7566,OK,"ALLWOOD HOME HEALTH, LLC",74146,True,True,True,True,True,True,,93.1,100.0,100.0,100.0,87.5,82.8,,,,,,,,,,0,0
7567,OK,"CARING HOME HEALTH AGENCY, INC",73120,True,False,False,False,False,True,2.0,,98.6,98.5,96.0,89.5,73.6,96.0,44.2,45.4,42.3,37.0,57.0,48.7,20.7,12.6,2,2
7568,OK,"GOOD JOURNEY HOME HEALTH, LLC",74820,True,True,False,False,False,True,2.0,82.5,96.2,98.7,87.5,38.9,76.3,97.1,49.6,50.2,46.7,26.3,44.7,47.2,9.5,17.5,2,2
7569,OK,"BEST HOME HEALTH CARE, INC.",74834,True,True,True,True,True,True,1.5,82.2,95.0,99.4,98.6,59.1,68.3,100.0,45.5,39.0,39.9,51.6,37.5,41.4,16.2,15.0,2,2
7570,OK,CYPRESS HOME CARE,74743,True,True,True,True,True,True,4.5,98.7,100.0,100.0,100.0,64.6,63.4,100.0,91.5,74.1,97.0,98.8,89.8,97.0,9.0,12.0,2,2
7571,OK,"ONHL MEDICAL HOME HEALTH SERVICES, LLC",74030,True,True,True,True,True,True,2.5,93.6,98.9,100.0,100.0,82.5,94.6,100.0,60.8,66.7,57.2,59.2,68.3,47.5,23.5,18.1,2,1
7572,OK,LIFESPRING EDMOND HOME HEALTH,73034,True,True,True,True,True,True,3.0,94.7,98.9,99.4,97.9,77.8,76.4,94.1,68.7,60.1,68.2,61.9,56.3,52.2,17.9,15.4,2,2
7573,OK,"SHEPHERD HOME HEALTH AND HOSPICE, LLC",73601,True,True,True,True,True,True,3.5,97.5,92.4,99.7,98.9,68.9,85.3,89.9,89.3,75.1,87.8,80.5,74.5,71.2,18.1,15.3,2,2
7574,OK,"PETERS AGENCY HOME HEALTH SERVICES, LLC",74955,True,True,True,True,True,True,2.5,82.4,96.5,97.9,97.5,70.4,80.3,,67.3,62.0,72.8,64.9,62.1,70.7,14.6,11.1,2,2
7575,OK,COMPLETE HOME HEALTH OF TISHOMINGO LLC,73460,True,True,True,True,False,True,1.5,84.2,96.5,98.5,88.5,62.4,47.1,94.9,57.6,47.0,48.0,38.0,38.1,45.2,13.9,17.4,2,2
7576,OK,"PRIME HOME HEALTH CARE, INC",73127,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
7577,OK,"PREMIER HOME HEALTH CARE, INC",74948,True,True,True,True,False,True,2.5,82.7,96.4,100.0,96.4,54.4,77.1,90.7,68.7,73.2,70.5,55.2,55.0,47.9,9.7,13.4,1,2
7578,OK,"FAITH HOME CARE SERVICES, LLC",74136,True,True,True,True,True,True,1.5,90.2,91.7,98.9,89.8,64.8,82.1,92.3,48.4,48.3,38.0,31.0,35.2,20.7,16.1,10.8,2,2
7579,OK,APEX HOME HEALTH,73139,True,True,True,True,True,True,3.5,89.3,96.9,98.0,98.6,76.8,81.9,95.7,79.2,73.7,76.9,79.6,72.6,67.0,17.5,13.7,0,0
7580,OK,CORNERSTONE HOME HEALTH INC,73112,True,True,True,True,True,True,1.5,,98.9,98.8,98.9,41.4,49.4,98.9,50.9,44.7,48.6,48.2,50.4,51.7,25.5,14.0,2,2
7581,OK,ACCOLADE HOME CARE,73942,True,True,True,False,False,True,3.5,99.6,99.2,99.5,97.2,71.1,87.3,93.7,75.3,61.3,76.8,63.1,60.2,64.0,13.7,13.8,2,2
7582,OK,OUTREACH HOME HEALTH,74403,True,True,True,True,False,True,3.0,93.4,94.9,100.0,98.3,75.0,87.5,100.0,63.7,65.9,79.8,63.2,71.1,46.0,14.4,8.9,2,2
7583,OK,HCIPS IN-HOME SERVICES OF SALLISAW,74955,True,True,False,False,False,True,1.5,85.1,90.5,98.8,96.0,38.6,50.3,96.7,44.5,,36.5,37.5,28.0,35.3,18.4,23.3,2,2
7584,OK,ROSS HEALTH CARE SERVICES OF NORTHERN OKLAHOMA,73701,True,True,True,True,False,True,4.0,99.6,100.0,100.0,100.0,90.0,96.1,100.0,69.2,59.0,77.7,81.6,65.9,64.1,11.8,23.9,3,1
7585,OK,"AHNI HEALTH SERVICES, INC",74941,True,True,True,True,True,True,,82.5,100.0,100.0,100.0,62.1,97.4,,,,,,,,,,2,2
7586,OK,ENCOMPASS HOME HEALTH OF WESTERN OKLAHOMA,73505,True,True,False,True,False,True,3.0,96.0,94.4,100.0,99.7,72.0,78.5,93.9,66.4,65.5,75.1,71.2,62.7,55.3,15.4,14.1,2,2
7587,OK,"UNITY HOME CARE, LLC",73112,True,True,True,True,True,True,3.0,98.1,99.5,100.0,100.0,79.2,89.3,100.0,74.4,69.3,72.8,66.7,57.4,52.5,21.6,14.7,2,2
7588,OK,"UNITED PARTNERS HEALTHCARE, INC",74462,True,True,False,True,True,True,,89.7,100.0,100.0,100.0,69.0,63.8,100.0,,,,,,,20.2,3.4,0,0
7589,OK,"PHOENIX HOME HEALTH AGENCY, L L C",73084,True,True,True,True,True,True,4.0,99.6,97.6,100.0,100.0,90.1,93.3,100.0,70.1,77.1,83.1,77.4,62.3,56.2,17.7,16.6,2,1
7590,OK,"ALPHA HOME HEALTHCARE, INC",73116,True,True,True,True,True,True,4.0,97.9,99.5,99.8,99.5,89.5,90.6,99.1,74.9,70.1,85.7,84.9,73.3,76.9,20.3,15.8,2,1
7591,OK,FAMILY CHOICE HOME CARE,73644,True,True,True,True,True,True,,100.0,95.0,,100.0,90.0,95.0,,,,,,,,9.5,16.4,2,1
7592,OK,SELECT HOME HEALTH,73120,True,True,True,True,True,True,2.0,93.0,97.4,100.0,83.7,76.6,83.1,98.3,48.5,,43.0,40.7,,40.5,17.4,21.8,2,2
7593,OK,INNOVA HOME HEALTH,73112,True,True,True,True,True,True,3.0,96.2,96.2,100.0,99.0,74.5,81.4,98.6,75.5,76.6,75.3,68.0,55.9,50.8,13.3,14.5,2,1
7594,OK,"SOONER HEALTH SERVICES II, INC",74403,True,True,True,True,True,True,3.5,95.3,98.7,100.0,99.2,84.0,86.0,100.0,79.0,64.6,79.3,70.1,57.0,71.2,14.0,10.4,2,1
7595,OK,UNITY HOME HEALTH L L C,74701,True,True,True,True,True,True,2.0,85.7,97.5,100.0,85.6,62.1,61.3,94.6,69.7,47.3,57.0,23.9,43.3,66.2,18.2,10.6,2,2
7596,OK,"ASSURANCE HEALTH CARE SERVICES, L L C",74728,True,True,True,True,False,True,,86.2,100.0,100.0,100.0,69.2,77.8,,,,,,,,,,0,0
7597,OK,"VENERATE HOME HEALTH EXPRESS, L L C",73013,True,True,True,True,True,True,3.0,75.6,100.0,100.0,100.0,75.0,36.6,100.0,59.2,49.3,70.2,75.2,,54.1,,3.7,0,0
7598,OK,PRECISE HOME HEALTH CARE,74601,True,True,True,True,False,True,2.5,94.2,94.7,100.0,99.5,61.2,88.6,100.0,68.8,63.9,82.6,52.5,40.2,40.4,12.9,18.4,2,1
7599,OK,"ETON HOME HEALTHCARE, INC",74012,True,True,True,False,False,True,2.5,92.5,96.6,100.0,100.0,83.7,88.7,98.2,59.4,56.4,53.0,56.3,54.6,28.1,13.8,6.8,2,2
7600,OK,GRAYSON HOME HEALTH,74701,True,True,True,True,True,True,3.0,95.9,100.0,100.0,100.0,73.6,88.7,,65.1,45.8,63.2,51.8,48.7,,11.0,5.0,2,2
7601,OK,CELECT CARE HOME HEALTH INC,74956,True,True,True,True,True,True,2.0,85.7,87.7,100.0,87.7,,,95.5,55.9,100.0,57.3,33.3,44.3,79.9,,,0,0
7602,OK,SHANADOA HOME HEALTH INC,74006,True,True,True,True,False,True,5.0,97.9,99.6,100.0,97.4,84.4,89.5,98.6,81.7,85.9,93.7,87.0,90.4,68.6,14.9,8.7,2,2
7603,OK,"COMFORT CARE HOME HEALTH, INC",73116,True,True,True,True,True,False,3.5,91.1,100.0,100.0,88.6,81.1,80.0,,100.0,,,,,,21.8,14.5,0,0
7604,OK,"QUALITY CARE HOME HEALTH, INC",73112,True,True,True,True,True,True,,,,,,,,,,,,,,,22.6,,0,0
7605,OK,HOMETOWN HOME HEALTH NORTHWESTERN,73750,True,True,True,True,True,True,4.5,98.0,100.0,,95.9,64.4,80.4,100.0,75.5,85.6,80.6,82.5,78.1,71.7,7.8,12.1,2,1
7606,OK,HARMONY HOME CARE INC,74868,True,True,True,True,True,True,3.5,97.8,100.0,100.0,100.0,86.4,89.9,100.0,69.7,48.6,72.4,77.5,65.8,45.3,,,2,2
7607,OK,"BONNY CREST HOME HEALTHCARE, INC",74105,True,True,True,True,True,True,,78.3,95.7,,95.7,60.0,78.3,,,,,,,,,,0,0
7608,OK,DEVINE CARE HOME HEALTH INC,73139,True,True,True,True,True,True,,76.9,84.6,,,50.0,40.7,,,,,,,,,,0,0
7609,OK,"COMPASSION HOME CARE, INC",74959,True,True,False,True,True,True,2.0,91.2,99.5,100.0,99.7,50.1,62.5,96.9,63.5,59.6,51.2,38.9,32.5,34.0,16.5,16.5,2,1
7610,OK,"OXFORD HOME HEALTH, LLC",74104,True,True,True,True,True,True,4.0,97.6,97.6,100.0,93.4,78.5,92.7,98.1,88.2,77.7,82.3,88.8,63.0,55.1,18.9,8.5,0,0
7611,OK,HCIPS IN-HOME SERVICES OF TULSA,74955,True,True,True,True,True,True,1.5,89.8,92.8,98.8,95.7,68.8,65.5,92.3,45.8,39.9,50.9,53.6,34.9,36.2,15.2,14.0,2,2
7612,OK,1ST CHOICE HOME HEALTHCARE,73106,True,True,True,True,True,True,,,,,,,,,,,,,,,20.7,21.8,2,1
7613,OK,"MAYS HOUSECALL HOME HEALTH OF VINITA, LLC",74301,True,True,True,True,True,True,5.0,98.5,100.0,100.0,100.0,95.1,92.5,100.0,91.4,83.3,91.8,96.2,93.1,76.3,14.8,13.0,2,2
7614,OK,"ALL ABOUT CARING HOME HEALTH CARE, LLC",73110,True,True,True,True,True,True,1.5,,94.4,100.0,97.4,55.4,86.2,100.0,40.9,46.5,40.3,23.6,37.6,34.3,14.2,11.2,0,0
7615,OK,"TRIAD HOME HEALTH, LLC",73554,True,True,True,True,False,True,,93.1,98.9,100.0,100.0,62.0,86.0,97.0,,,,,,,21.3,24.5,2,2
7616,OK,MAYS HOUSECALL HOME HEALTH OF DURANT,74701,True,True,True,True,True,True,3.5,97.5,100.0,100.0,100.0,84.0,31.6,100.0,64.9,60.4,75.8,66.0,54.7,48.9,,,0,0
7617,OK,EVERGREEN HOME HEALTH,74146,True,True,True,True,True,True,3.0,96.0,99.5,100.0,100.0,85.4,93.9,100.0,63.2,51.1,73.1,54.9,44.2,41.4,12.6,4.4,2,2
7618,OK,OKLAHOMA HEALTHCARE SOLUTIONS XI,74435,True,True,True,True,True,True,2.5,85.4,99.2,100.0,96.7,70.7,55.4,100.0,66.0,58.3,72.5,28.5,18.7,73.4,19.3,2.4,2,2
7619,OK,HEALTH WATCH HEALTH CARE OF ALTUS,73521,True,True,True,True,True,True,5.0,98.1,100.0,100.0,100.0,93.8,94.8,100.0,86.9,84.8,88.2,80.7,82.7,75.2,18.1,20.9,0,0
7620,OK,"MACARTHUR PARK HOME HEALTH, INC",74804,True,True,True,True,False,True,2.5,85.1,,100.0,97.8,53.3,63.8,,75.5,72.5,77.7,54.4,53.8,70.8,5.5,22.8,0,0
7621,OK,LIFESPRING HOME HEALTH,74804,True,True,True,True,True,True,3.0,94.9,95.5,,84.6,84.8,83.2,98.5,60.9,59.8,69.5,66.2,62.1,48.4,16.1,14.4,2,1
