,state,cms_number,name,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
4392,NV,297178,FIRST CARE HOME HEALTH INC,True,True,True,True,True,True,3.0,78.1,97.1,98.7,99.3,63.7,58.6,97.4,72.0,79.5,70.5,75.9,73.0,41.4,14.7,11.0,2,2
4393,NV,297179,"A & E HOME HEALTH CARE, LLC",True,True,True,True,True,True,3.0,92.1,95.0,100.0,98.2,54.7,40.1,100.0,70.2,76.0,80.9,83.4,67.9,64.3,15.5,10.2,2,2
4394,NV,297182,G & G HOME HEALTH CARE SERVICES,True,True,True,True,True,True,2.5,93.3,95.3,99.6,97.2,65.7,41.8,99.3,62.6,68.3,64.0,64.2,58.3,57.7,11.3,10.2,2,2
4395,NV,297185,CAREPRO HOME HEALTHCARE SERVICES,True,True,False,False,False,False,2.5,94.8,94.1,98.9,98.4,55.1,68.4,94.5,72.9,66.0,68.8,65.8,77.4,68.4,18.2,10.5,2,2
4396,NV,297186,VALLEY VIEW HOME HEALTH CARE LLC,True,True,True,True,True,True,3.5,96.3,99.3,100.0,100.0,73.1,79.7,98.9,64.5,64.8,77.2,84.3,82.2,68.2,15.6,12.3,2,2
4397,NV,297187,MOUNTAIN CREST HOME HEALTH,True,True,True,True,True,True,4.0,95.1,99.6,100.0,100.0,72.8,64.2,100.0,74.0,80.2,85.6,86.1,74.0,73.6,20.4,10.2,2,2
4398,NV,297189,"LIFE WELLNESS HOME HEALTH AGENCY, LLC",True,True,True,False,True,True,5.0,98.7,100.0,99.7,98.3,86.9,96.5,98.4,84.0,79.4,89.7,89.4,84.5,78.0,18.7,9.0,2,2
4399,NV,297300,GENESIS HOME HEALTH SERVICES,True,True,False,False,False,True,4.0,98.6,83.8,99.2,99.3,74.0,94.8,79.2,88.2,97.5,91.7,93.1,81.4,88.0,17.7,19.4,2,1
4400,NH,307000,CONCORD REGIONAL VNA,True,True,True,True,True,True,4.0,98.6,99.3,99.9,99.4,86.1,94.5,99.0,73.4,78.3,72.8,79.6,75.6,56.2,18.2,12.8,1,1
4401,NJ,317031,"BAYADA HOME HEALTH CARE, INC",True,True,True,True,True,True,3.5,95.8,96.7,99.5,93.9,79.2,75.8,97.8,74.6,71.6,72.1,77.1,75.6,57.4,16.1,13.9,2,2
4402,NV,297193,EXCLUSIVE HOME HEALTH CARE,True,True,True,False,True,True,1.5,96.1,97.3,98.6,98.8,41.6,35.4,86.6,31.7,23.8,27.7,9.5,24.8,34.8,18.0,7.0,0,0
4403,NV,297194,SAINT DOMINIC HOME HEALTH CARE INC,True,True,True,True,True,True,2.5,93.2,98.6,99.3,99.2,65.7,66.5,98.3,63.8,69.5,72.0,59.6,50.2,53.7,16.1,8.5,1,2
4404,NV,297195,RECOVERY HOME HEALTH AGENCY,True,True,True,True,True,True,4.5,98.1,99.4,100.0,100.0,98.2,99.4,100.0,37.4,92.3,100.0,90.2,89.8,48.0,19.5,9.0,0,0
4405,NV,297196,CANA HOMEHEALTH AGENCY LLC,True,True,True,True,True,True,2.0,82.2,99.7,100.0,100.0,53.6,16.2,98.8,48.2,46.2,46.1,53.8,35.5,27.6,16.8,11.2,0,0
4406,NV,297197,"HEALTHLINE OF SOUTHERN NEVADA, LLC",True,True,True,True,True,True,3.0,86.5,98.9,97.5,100.0,39.3,76.3,96.4,54.4,77.4,71.2,63.6,83.4,58.6,15.4,13.6,0,0
4407,NV,297198,ADVANCED HOME CARE,True,True,True,True,True,True,3.0,97.4,94.9,99.6,98.0,65.4,67.2,95.8,66.1,67.7,75.8,75.9,73.3,72.3,15.1,9.3,3,2
4408,NV,297200,"ELITE HOME HEALTH CARE, LLC",True,True,True,True,True,True,4.0,86.1,94.9,100.0,98.7,77.2,69.6,96.2,93.3,90.1,89.5,90.4,86.7,86.6,16.0,12.3,2,2
4409,NV,297201,ALLIANCE HOME HEALTH SERVICES,True,True,True,True,True,True,2.5,95.5,96.8,100.0,94.1,77.3,82.1,99.1,62.3,54.5,72.6,57.2,49.2,74.5,16.2,8.6,1,2
4410,NV,297202,"ADVANCED CARE GROUP, LLC",True,True,True,True,True,True,3.0,83.2,100.0,99.4,99.5,26.4,31.2,100.0,58.1,48.8,71.4,87.8,72.0,35.6,11.4,10.7,0,0
4411,NV,297203,"GOLDEN HOME HEALTH NEVADA, LLC",True,True,True,True,True,True,1.5,91.8,93.0,99.5,98.7,50.3,42.1,95.3,49.0,55.2,61.1,58.1,47.4,56.6,20.5,6.2,2,2
4412,NV,297207,"ELITE CARE HOME HEALTH, LLC",True,True,True,True,True,True,1.5,89.8,90.7,99.3,98.8,74.4,86.3,91.0,44.5,39.4,37.2,49.2,48.4,47.7,20.7,11.9,0,0
4413,NV,297208,"COMPLETE HOME CARE, LLC",True,True,True,True,False,True,3.5,97.3,99.3,100.0,100.0,60.0,63.9,100.0,73.3,70.7,74.4,69.7,75.3,60.1,14.6,8.0,2,2
4414,NV,297210,"ALTA CARE HOMEHEATLH, INC",True,True,True,True,True,True,2.5,94.8,98.2,100.0,79.7,57.0,47.0,95.0,66.5,60.3,67.0,69.0,55.8,31.4,18.9,7.0,1,2
4415,NV,297211,"NEW HORIZON HOME CARE, LLC",True,True,True,True,False,True,4.5,98.1,99.5,100.0,100.0,62.1,82.5,98.0,89.5,80.0,91.0,92.6,82.4,85.4,16.6,19.6,1,1
4416,NV,297213,CLINICIANS HOME HEALTH CARE SERVICES,True,True,True,True,True,True,1.5,51.9,93.2,100.0,94.8,37.3,50.0,89.7,36.8,32.5,42.9,62.0,42.6,27.1,18.6,6.5,0,0
4417,NV,297214,"FIRST ACCESS HEALTHCARE PROVIDERS, INC",True,True,True,True,True,True,3.5,93.0,96.5,100.0,99.1,43.3,37.5,97.3,68.3,76.3,70.6,87.6,69.2,55.0,12.4,8.4,0,0
4418,NH,307003,"VNA HOME HEALTH AND HOSPICE SERVICES, INC",True,True,True,True,True,True,3.0,93.4,94.5,99.8,96.2,70.4,82.1,86.0,71.4,70.7,75.7,72.4,71.6,60.8,18.1,12.2,1,1
4419,NV,297216,PEOPLESKILLS HOME HEALTH SERVICES,True,True,True,False,True,True,4.0,85.1,97.7,100.0,100.0,61.9,54.0,95.9,86.8,98.8,87.0,88.7,87.6,87.7,21.5,15.8,0,0
4420,NV,297217,"FIDELITY HOME HEALTH SERVICES, LLC",True,True,True,True,True,True,3.5,87.7,93.0,100.0,93.0,52.2,48.1,96.4,80.7,77.7,87.2,81.9,87.3,68.7,13.2,8.6,0,0
4421,NH,307006,AMEDISYS HOME HEALTH,True,True,True,True,True,True,4.0,96.9,99.0,99.7,96.7,88.1,89.9,92.8,73.9,67.8,77.0,78.5,75.3,67.3,17.0,12.5,1,1
4422,NH,307009,NORTH COUNTRY HOME HEALTH & HOSPICE AGENCY,True,True,True,True,True,True,3.0,92.9,97.6,98.9,95.3,78.1,78.2,98.4,69.4,67.2,70.4,62.6,71.2,55.4,18.0,15.1,2,2
4423,NH,307013,LAKES REGION VISITING NURSE ASSOCIATION,True,True,True,True,True,True,3.5,98.9,100.0,99.7,96.5,82.2,89.9,98.0,74.4,72.7,71.7,67.0,62.3,61.6,14.0,15.0,2,1
4424,NH,307014,"WENTWORTH HOME CARE & HOSPICE, AN AMEDISYS PARTNER",True,True,True,True,True,True,4.5,98.3,99.9,99.7,98.2,87.2,90.1,94.3,74.4,73.9,80.8,82.2,81.7,65.1,16.0,12.2,2,2
4425,NH,307015,FRANKLIN VNA & HOSPICE,True,True,True,True,True,True,3.0,96.5,96.5,99.6,97.1,74.8,86.7,95.9,72.3,73.9,73.1,73.9,71.1,57.6,17.1,17.0,2,1
4426,NH,307017,HOME HEALTH & HOSPICE CARE,True,True,True,True,True,True,4.0,96.3,100.0,100.0,98.4,88.1,95.2,99.9,71.8,72.3,74.8,81.9,74.6,59.7,17.8,13.7,1,1
4427,NH,307020,VISITING NURSE HOME CARE&HOSPICE OF CARROLL COUNTY,True,True,True,True,True,True,3.0,92.8,98.5,99.6,98.7,72.6,84.8,95.7,73.2,67.3,72.5,74.6,73.3,52.7,17.8,14.7,1,2
4428,NH,307021,ROCKINGHAM VNA AND HOSPICE,True,True,True,True,True,True,3.0,95.7,99.0,99.5,99.0,79.5,86.4,99.5,71.2,65.6,72.7,77.1,70.5,55.7,17.8,16.6,1,1
4429,NH,307022,CORNERSTONE VNA,True,True,True,True,True,True,4.0,99.4,99.8,100.0,100.0,79.8,91.4,99.6,71.6,72.9,73.3,76.9,71.6,64.3,15.4,15.9,2,1
4430,NH,307031,PEMI BAKER COMMUNITY HEALTH,True,True,True,True,True,True,3.5,90.8,94.3,99.5,95.6,79.3,87.9,86.8,77.7,80.4,76.3,75.6,77.1,62.6,15.3,14.5,2,2
4431,NH,307038,NEWFOUND AREA NURSING ASSN,True,True,True,True,True,True,3.5,98.8,98.3,93.1,99.2,79.7,89.0,100.0,68.2,70.3,68.9,92.7,96.5,56.6,32.5,10.9,1,2
4432,NH,307040,LAKE SUNAPEE HOME CARE & HOSPICE,True,True,True,True,True,True,2.5,93.7,98.4,99.8,99.0,82.8,91.0,97.9,67.7,63.3,64.4,73.7,64.3,50.9,18.4,12.4,1,1
4433,NH,307043,CENTRAL NEW HAMPSHIRE VNA & HOSPICE,True,True,True,True,True,True,3.5,92.7,99.3,99.6,98.0,86.6,92.9,94.7,71.1,74.2,76.8,75.3,79.6,62.6,18.0,15.0,1,1
4434,NH,307046,VNA AT HCS INC,True,True,True,True,True,True,4.5,98.5,100.0,99.8,99.7,83.4,94.0,99.3,78.1,77.6,81.8,88.9,84.9,69.5,15.6,15.6,2,1
4435,NH,307049,INTERIM HEALTHCARE,True,True,True,True,True,True,3.0,94.6,98.7,99.9,98.0,86.8,87.6,97.5,66.2,69.5,62.8,63.5,67.0,46.3,15.5,17.2,1,1
4436,NH,307060,HOMEMAKERS HEALTH SERVICES (THE),True,True,True,True,True,True,3.0,90.9,99.1,99.7,98.7,71.0,88.8,95.0,65.4,75.8,70.3,66.9,64.3,55.1,19.9,17.0,2,1
4437,NH,307061,NORTHWOODS HOME HEALTH & HOSPICE,True,True,True,True,True,True,3.0,85.6,91.4,99.8,99.4,81.2,91.6,97.5,75.1,69.3,73.1,77.4,77.4,62.4,18.0,18.3,1,1
4438,NH,307070,SILVER TOUCH HOME HEALTH CARE,True,True,True,True,True,True,2.0,99.3,89.5,99.0,93.4,81.6,74.8,98.2,52.1,48.3,50.9,51.7,63.2,33.4,18.3,17.1,2,1
4439,NH,307071,NORTHEAST REHAB HOME CARE SERVICES,True,True,True,True,True,True,3.5,95.0,99.6,99.9,99.8,73.2,72.9,95.1,70.4,70.1,76.6,79.8,74.8,60.7,16.7,9.8,2,2
4440,NJ,317022,VISITING NURSE ASSOCIATION OF ENGLEWOOD,True,True,True,True,True,True,4.0,95.5,99.8,99.2,100.0,79.9,81.1,99.2,76.2,77.7,75.3,80.9,87.0,65.1,16.0,10.3,1,2
4441,NH,307082,"HEALTHY AT HOME, INC",True,True,True,True,False,True,3.0,88.9,96.7,100.0,96.0,86.7,87.5,100.0,61.9,60.3,68.6,68.7,71.9,46.1,14.1,18.8,2,2
4442,NH,307084,"REGENCY HOME HEALTH, LLC",True,True,True,True,False,True,2.5,96.0,93.1,100.0,100.0,78.1,81.6,87.3,50.3,59.8,64.5,56.5,46.1,46.2,13.1,17.3,2,1
4443,NJ,317023,COMMUNITY VNA,True,True,True,True,True,True,4.0,96.5,99.1,99.8,100.0,73.6,73.3,99.5,79.8,79.9,81.0,78.7,81.8,68.7,16.4,9.5,2,2
4444,NJ,317001,VNA OF SOMERSET HILLS - HOME HEALTH,True,True,True,True,True,True,4.0,97.1,99.1,99.7,99.4,83.4,87.8,100.0,76.3,74.7,75.5,79.4,77.4,67.8,16.1,8.4,2,2
4445,NJ,317002,"VISITING NURSE ASSOC OF NORTHERN NEW JERSEY, INC",True,True,True,True,True,True,3.5,97.6,99.3,99.9,97.6,65.2,68.3,96.9,72.7,68.2,71.7,90.6,78.4,74.4,19.3,9.0,1,2
4446,NJ,317006,BAYONNE VISITING NURSE ASSOCIATION,True,True,True,True,True,True,4.0,97.7,99.7,99.2,98.2,21.5,15.7,99.6,87.3,77.2,88.1,90.0,78.1,79.3,17.0,10.6,2,2
4447,NJ,317008,VALLEY HOME CARE INC.,True,True,True,True,True,True,3.5,88.8,96.7,99.6,96.0,69.8,80.1,94.1,78.1,76.6,75.6,75.6,78.8,64.4,14.9,12.1,1,1
4448,NJ,317012,"CAPE REGIONAL HOME HEALTH CARE, LLC",True,True,True,True,True,True,4.0,86.4,99.0,99.7,90.1,74.2,69.6,96.6,74.4,83.3,77.5,84.2,86.6,70.3,14.3,14.9,2,1
4449,NJ,317016,VNA HOME CARE OF MERCER COUNTY,True,True,True,True,True,True,2.5,86.1,97.7,99.3,96.4,72.5,74.7,96.0,71.8,65.8,64.0,68.4,60.9,63.3,14.7,13.2,3,1
4450,NJ,317017,"PATIENT CARE NEW JERSEY, INC",True,True,True,True,True,True,3.5,97.7,98.3,99.9,98.5,73.2,77.8,99.6,75.8,75.5,73.3,74.2,80.0,63.6,18.4,9.4,1,2
4451,NJ,317020,HOLY REDEEMER HOME CARE NJ NORTH,True,True,True,True,True,True,3.0,89.5,98.4,99.7,94.2,67.7,68.0,93.7,74.2,66.6,69.2,73.5,77.8,67.2,18.0,11.2,1,1
4452,NJ,317025,HOLY REDEEMER HOME CARE,True,True,True,True,True,True,3.0,84.0,98.8,99.8,96.8,79.4,83.6,98.1,68.3,68.3,69.0,68.3,73.0,67.2,16.0,12.3,1,1
4453,NJ,317035,VIRTUA HOME CARE - COMMUNITY NURSING SERVICES,True,True,True,True,True,True,3.0,79.8,98.0,99.5,98.8,80.8,85.9,97.6,71.2,72.4,74.2,64.6,78.7,63.6,16.2,10.4,1,2
4454,NJ,317043,HUNTERDON MEDICAL CENTER HOME HEALTH,True,True,True,True,True,True,3.5,98.2,99.6,99.8,98.8,81.7,91.9,99.8,69.7,68.5,73.6,64.7,67.5,51.3,16.5,10.9,2,1
4455,NJ,317045,"PRINCETON HOMECARE SERVICES, PRINCETON HEALTH CARE",True,True,True,True,True,True,3.5,76.7,99.7,100.0,99.8,85.0,92.7,100.0,71.7,69.4,73.9,72.1,73.7,70.4,15.3,9.4,1,2
4456,NJ,317047,HOME HEALTH SERVICES OF HACKENSACK,True,True,True,True,True,True,4.5,96.9,99.7,99.0,95.4,81.5,77.9,96.5,79.5,73.8,76.9,84.0,84.1,69.7,15.5,10.4,1,2
4457,NJ,317048,MOORESTOWN VISITING NURSE ASSOCIATION,True,True,True,True,True,True,3.0,86.4,97.6,98.9,98.5,76.9,80.3,95.4,67.0,75.3,70.4,73.4,77.1,56.5,18.8,11.6,1,1
4458,NJ,317050,"BAYADA HOME HEALTH CARE, INC",True,True,True,True,True,True,3.5,94.8,99.0,100.0,95.2,82.1,76.6,99.7,70.4,70.9,74.3,87.8,75.9,67.6,17.8,10.2,2,2
4459,NJ,317054,ATLANTIC HOME CARE & HOSPICE,True,True,True,True,True,True,4.0,96.3,99.9,96.0,98.6,79.5,85.7,99.3,74.6,74.9,75.2,79.8,76.0,66.8,16.5,9.3,2,2
4460,NJ,317058,VISITING HEALTH SERVICES OF NEW JERSEY,True,True,True,True,True,True,3.5,96.3,99.6,100.0,97.2,68.5,75.0,99.8,76.9,75.2,78.4,85.9,72.4,66.0,20.1,10.3,2,2
4461,NJ,317059,JFK AT HOME,True,True,True,True,True,True,3.0,93.8,98.2,100.0,99.2,70.7,81.7,95.0,67.0,68.8,69.1,72.2,71.7,61.1,15.3,12.0,2,1
4462,NJ,317060,PATIENT CARE,True,True,True,True,True,True,3.5,97.0,97.2,100.0,99.9,74.6,73.1,99.5,75.7,71.6,74.9,83.4,82.9,70.1,17.7,9.6,2,2
4463,NJ,317061,BARNABAS HEALTH HOME CARE AND HOSPICE,True,True,True,True,True,True,3.5,83.8,98.7,99.3,99.8,67.7,66.8,99.1,73.1,68.0,72.4,86.4,89.9,65.6,16.3,10.6,1,1
4464,NJ,317062,MERCER CARE,True,True,True,True,True,True,2.5,94.8,97.0,99.4,83.0,58.0,62.0,97.1,70.0,63.7,70.4,66.7,79.6,66.5,19.2,11.4,1,2
4465,NJ,317064,"PROMISE CARE NJ, LLC",True,True,True,True,True,True,4.0,94.4,97.8,99.7,97.4,78.0,78.2,99.4,79.1,79.8,78.7,87.3,84.5,76.6,19.3,8.1,1,2
4466,NJ,317065,"BAYADA HOME HEALTH CARE, INC",True,True,True,True,True,True,3.0,89.3,99.7,99.4,95.3,76.3,74.9,97.4,68.3,67.1,69.2,78.0,72.4,55.8,16.6,10.2,1,1
4467,NJ,317066,HOLY REDEEMER HOME CARE NJ SHORE,True,True,True,True,True,True,2.5,81.8,99.0,99.8,95.8,74.9,78.3,97.5,65.9,60.4,68.0,69.4,72.2,62.4,15.4,12.8,2,1
4468,NJ,317067,VNA OF CENTRAL JERSEY HOME CARE & HOSPICE,True,True,True,True,True,True,3.5,81.9,99.5,99.6,100.0,76.4,77.2,99.3,72.1,71.0,74.9,81.6,79.5,61.6,15.2,10.5,2,1
4469,NJ,317071,VIRTUA HOME CARE AT WEST JERSEY,True,True,True,True,True,True,3.0,82.9,96.9,99.6,99.1,82.3,83.7,95.5,74.3,72.3,75.5,63.3,81.9,69.1,17.1,10.7,1,2
4470,NJ,317072,ATLANTICARE HOME CARE,True,True,True,True,True,True,4.0,87.7,99.9,100.0,98.4,74.8,74.6,99.6,75.6,80.1,79.8,79.8,82.8,70.7,14.0,11.4,2,2
4471,NJ,317073,"KENNEDY UNIVERSITY HOSPITAL, INC HOME HEALTH CARE",True,True,True,True,True,True,3.5,85.0,98.9,99.8,99.8,77.7,76.3,99.7,76.8,71.5,77.8,70.6,80.1,67.6,16.1,13.6,1,1
4472,NJ,317075,MERIDIAN HOME CARE-OCEAN COUNTY,True,True,True,True,True,True,4.0,97.5,99.8,99.9,98.2,71.3,81.2,98.3,73.1,72.3,79.9,85.0,76.0,64.7,15.6,12.8,2,2
4473,NJ,317076,"VISITING NURSE ASSOC OF SAINT CLARE'S, INC",True,True,False,True,True,True,3.0,94.0,98.1,99.5,99.3,77.9,86.1,98.6,73.7,69.7,69.1,76.6,76.2,51.5,17.7,9.2,1,1
4474,NJ,317077,HOLY NAME HOME CARE,True,True,True,True,True,True,3.5,90.2,97.5,99.8,98.7,74.0,71.9,97.0,83.2,80.2,80.1,73.7,88.5,72.0,15.8,9.5,2,2
4475,NJ,317079,"ROBERT WOOD JOHNSON VISITING NURSES, INC",True,True,True,True,True,True,4.0,90.1,99.2,99.6,99.9,82.5,80.3,99.2,75.5,77.5,77.3,88.4,87.5,70.2,15.3,11.0,2,2
4476,NJ,317081,MEMORIAL HOME HEALTH,True,True,True,True,True,True,3.0,96.5,99.9,99.7,98.8,74.2,74.4,100.0,66.5,68.0,74.5,65.6,73.0,57.8,18.9,13.3,1,1
4477,NJ,317082,ASCEND HOME HEALTH,True,True,True,True,True,True,3.0,96.2,94.0,99.9,99.7,80.6,88.4,98.8,63.7,61.7,59.4,69.6,81.1,45.8,17.0,11.8,2,2
4478,NJ,317084,MERIDIAN HOME CARE-MONMOUTH CO,True,True,True,True,True,True,4.0,99.0,99.2,99.8,98.6,76.3,85.0,97.0,72.8,75.0,79.7,78.6,79.9,67.5,15.5,10.0,2,2
4479,NJ,317086,INSPIRA HOME CARE,True,True,True,True,True,True,2.5,82.6,94.9,99.1,95.0,70.5,77.4,99.0,65.2,55.4,58.5,74.3,63.5,47.4,17.5,8.9,1,2
4480,NJ,317089,"TRI-COUNTY HOME AND HOSPICE CARE, LLC",True,True,True,True,True,True,3.0,88.7,99.7,99.4,96.4,82.2,79.1,98.0,70.4,68.6,72.0,76.4,70.7,56.1,18.0,11.8,1,1
4481,NJ,317092,"CEDAR CREST VILLAGE, INC HOME HEALTH DEPARTMENT",True,True,True,True,True,True,5.0,99.2,99.7,100.0,100.0,93.3,98.5,100.0,82.5,79.6,89.8,91.1,80.2,77.9,14.4,8.8,2,2
4482,NJ,317093,SEABROOK HOME HEALTH AGENCY,True,True,True,True,True,True,4.5,99.4,100.0,100.0,97.9,95.9,97.0,96.6,85.4,72.7,72.6,70.6,68.7,66.5,12.3,9.7,2,2
4483,NM,327008,PRESBYTERIAN HOME HEALTHCARE,True,True,True,True,True,True,3.0,93.5,95.3,99.8,98.9,76.5,89.2,97.9,64.1,61.6,73.2,69.3,69.0,56.3,13.7,12.2,2,1
4484,NM,327009,"LOS ALAMOS VISITING NURSE SERVICE, INC",True,True,True,True,True,True,3.0,89.8,79.1,99.5,90.9,84.2,91.6,87.2,69.8,78.3,71.7,75.1,64.8,58.0,12.8,17.0,2,1
4485,NM,327010,"MOUNTAIN HOME HEALTH CARE, INC",True,True,True,True,True,True,3.5,89.3,91.1,97.5,93.8,76.7,89.8,78.8,68.2,71.8,74.4,72.5,79.3,58.0,11.8,14.8,2,1
4486,NM,327015,"ALAMOGORDO HOME HEALTH CARE & HOSPICE, INC",True,True,True,True,True,True,2.0,92.2,73.3,88.7,27.2,80.0,92.4,86.4,50.3,56.9,53.3,57.9,52.3,40.7,16.5,17.0,2,1
4487,NM,327025,SAN JUAN HOME HEALTH CARE,True,True,True,True,True,True,3.5,86.0,93.8,99.0,86.8,58.0,58.9,98.1,73.7,83.8,82.5,74.1,86.9,62.4,11.9,16.0,2,2
4488,NM,327027,SOCORRO GENERAL HOSPITAL HOME HEALTH CARE,True,True,False,True,True,True,4.0,95.8,97.3,100.0,100.0,77.8,84.9,98.9,76.9,88.6,83.3,84.8,76.9,72.0,15.1,22.6,2,1
4489,NM,327029,TUCUMCARI HOME HEALTH,True,True,True,False,True,True,2.5,88.8,75.3,95.0,85.6,76.2,81.2,83.7,71.2,68.3,71.5,55.3,63.1,51.0,12.0,17.5,2,2
4490,NM,327110,MOUNTAIN VIEW REGIONAL HOME HEALTH,True,True,True,True,True,True,3.0,93.8,86.6,99.1,98.7,58.1,69.5,90.4,76.8,73.2,83.4,69.8,62.7,63.9,16.0,13.7,2,2
4491,NM,327070,KINDRED AT HOME,True,True,True,True,True,True,4.0,92.5,98.9,99.8,99.7,80.4,82.6,92.1,75.7,67.2,80.3,76.5,84.3,66.4,14.1,12.0,2,2
4492,NM,327071,MVCHS CARIDAD DE SAN ANTONIO,True,True,False,False,False,True,2.5,86.7,62.8,97.8,97.8,56.2,70.0,68.2,63.1,65.9,68.1,62.3,54.9,60.5,11.6,17.7,0,0
4493,NM,327072,GOLDEN SERVICES LTD,True,True,True,False,True,True,3.5,94.5,97.9,99.5,100.0,59.8,78.8,97.1,81.4,73.5,79.1,65.5,66.3,72.2,12.5,12.3,2,2
4494,NM,327089,PMS COMMUNITY HOME HEALTH CARE,True,True,True,True,True,True,3.5,89.1,97.3,89.9,93.8,71.9,74.5,99.3,70.2,75.4,76.0,71.7,90.7,61.7,9.5,11.0,2,2
4495,NM,327100,INTERIM HEALTHCARE OF HOBBS,True,True,True,True,True,True,3.5,98.2,99.8,100.0,99.5,48.2,71.3,100.0,67.2,55.0,70.7,73.6,71.7,49.5,11.1,18.8,2,1
4496,NM,327104,BASIN HOME HEALTH INC,True,True,False,True,True,True,2.5,96.8,98.2,99.8,100.0,77.9,91.9,97.5,62.9,59.9,66.3,54.0,55.9,57.7,17.2,13.6,2,1
4497,NM,327108,"PROFESSIONAL HOME HEALTH CARE, INC",True,True,True,True,True,True,2.0,76.0,88.3,98.9,98.9,78.4,75.7,94.4,64.3,60.4,59.1,56.0,64.9,51.2,14.0,18.2,2,1
4498,NM,327113,VICTORY HOME HEALTH PALLIATIVE WAIVER SERVICES INC,True,True,False,False,False,True,3.0,48.5,83.3,94.0,37.1,91.9,83.3,81.8,63.8,64.9,65.9,67.6,87.2,63.1,17.0,18.2,3,1
4499,NM,327118,"BAYADA HOME HEALTH CARE, INC",True,True,True,True,True,True,4.0,93.2,99.3,100.0,98.6,87.8,87.0,98.5,78.1,71.9,81.1,87.3,86.4,57.7,14.5,10.3,2,2
4500,NM,327120,"HERITAGE HOME HEALTHCARE & HOSPICE, INC",True,True,True,True,True,True,3.5,95.3,99.2,99.8,99.6,92.7,95.9,99.8,70.4,67.0,77.7,74.9,73.2,66.8,14.4,13.9,2,1
4501,NM,327123,AMBERCARE HOME HEALTH,True,True,True,True,True,True,3.5,85.7,97.6,99.7,98.2,88.2,89.1,97.6,73.1,71.6,76.9,68.7,80.8,65.4,15.8,12.1,2,2
4502,NM,327126,HOME KARE INC OF DONA ANA,True,True,True,True,True,True,3.5,95.1,99.9,99.7,97.7,73.9,74.5,99.8,74.1,70.2,78.1,68.9,69.4,66.6,14.3,14.6,2,2
4503,NM,327133,AMBERCARE HOME HEALTH,True,True,True,True,True,True,3.5,91.4,99.0,99.6,98.9,71.0,80.6,96.2,70.6,74.0,75.1,70.6,74.9,60.3,15.7,14.0,2,1
4504,NM,327136,"J & J HOME CARE, INC.",True,True,True,True,False,True,3.5,95.7,90.7,100.0,100.0,79.3,80.0,100.0,60.6,67.3,79.8,85.1,83.8,52.9,17.7,18.9,2,1
4505,NM,327145,"SOUTHWESTERN HOME HEALTH CARE, INC",True,True,False,False,False,True,2.0,75.9,75.9,100.0,90.2,73.6,81.9,90.3,52.1,60.8,57.4,44.3,65.2,56.4,16.9,19.8,2,2
4506,NM,327148,ENCOMPASS HOME HEALTH OF NEW MEXICO,True,True,True,True,False,True,3.0,84.5,99.5,99.9,99.5,80.7,77.9,97.3,74.3,65.1,74.7,73.4,76.0,64.5,18.1,14.7,2,1
4507,NM,327152,"HORIZON HOME HEALTH SERVICES, INC",True,True,False,True,True,True,3.0,91.0,98.7,98.8,98.4,89.4,94.1,98.0,65.8,63.1,63.5,60.8,72.4,49.4,14.6,18.3,2,2
4508,NM,327157,GOOD SAMARITAN SOCIETY HOME CARE,True,True,True,True,False,True,3.0,98.1,98.1,100.0,98.5,81.8,95.7,100.0,65.5,56.7,69.5,60.0,60.2,45.6,15.0,12.6,2,2
4509,NM,327161,LAKEVIEW CHRISTIAN HOME HEALTH,True,True,True,True,False,True,4.5,98.5,100.0,100.0,100.0,92.9,98.4,100.0,82.5,66.7,84.4,77.5,82.3,66.1,17.6,11.8,2,2
4510,NM,327164,ESPANOLA HOSPITAL HOME HEALTH,True,True,False,False,True,False,2.5,68.7,94.1,99.1,99.2,57.5,61.8,98.4,72.0,65.4,69.5,62.3,70.9,57.8,16.7,14.1,2,1
4511,NM,327168,ADVANCED HOME CARE OF ROSWELL,True,True,True,True,True,True,3.0,98.5,84.3,100.0,81.4,78.7,74.9,94.4,67.5,69.2,77.0,66.6,63.9,46.4,20.1,16.6,2,1
4512,NM,327172,ENCOMPASS HOME HEALTH OF NEW MEXICO,True,True,True,True,True,True,4.5,96.2,99.7,100.0,99.7,87.0,94.9,98.2,83.9,79.3,82.7,85.7,87.6,71.9,14.2,14.2,2,1
4513,NM,327178,ENCOMPASS HOME HEALTH OF NEW MEXICO,True,True,True,False,True,True,3.5,94.8,98.1,100.0,99.6,85.9,87.2,95.2,76.5,67.7,78.6,70.4,77.4,71.1,18.4,14.6,2,1
4514,NM,327202,MATRIX HOME CARE SERVICES OF NM,True,True,True,True,True,True,3.0,93.9,98.4,99.7,99.2,67.5,87.9,100.0,68.0,66.4,80.2,66.8,58.9,58.2,21.0,14.0,1,2
